ProductID,ProductionLine,Temperature,Pressure,AssemblyTime,Sensor1Reading,Sensor2Reading,Sensor3Reading,OperatorExperience,Defective
2621,LineA,61.43,99.44,296.36,0.4530504290958176,0.96,1.066989028999082,0.0,1
8988,LineB,93.77,66.63,82.04,0.47318600372229835,0.88,1.13,9.9,1
7631,LineC,83.52,100.72,224.18,,1.13,1.35,3.2,1
8502,LineA,,117.82,134.55,0.81,0.78,0.77,4.5,0
8338,LineB,95.63,89.39,130.33,0.83,0.79,0.61,3.4,0
2546,LineB,82.56,65.02,200.61,0.81,1.08,0.69,0.9,1
1922,LineC,61.58,86.21,256.31,1.12,0.78,1.3,3.5,0
6320,LineC,85.25,,79.66,1.02,0.77,1.39,8.0,1
2629,LineB,77.6,118.63,103.03,0.97,1.19,0.79,,0
893,LineC,75.52,34.05,76.75,1.0,0.91,0.99,2.4,0
776,LineA,83.22,85.27,171.6,0.5990333451378033,0.3943660462973501,0.6195420168381767,0.4,1
1549,LineB,89.39,107.34,162.0,1.0,1.28,1.06,9.2,0
1485,LineC,79.08,67.67,155.94,0.82,0.97,0.97,9.6,0
6768,LineB,96.45,86.58,152.82,1.15,1.21,0.73,5.5,1
4168,LineA,62.99,96.88,154.11,,0.71,0.62,3.7,0
4845,LineA,95.48,108.58,230.15,0.5738638768547022,0.7098588833352303,0.91,3.3,1
8049,LineC,64.47,61.98,238.88,1.08,0.82,0.85,8.1,0
6381,LineB,86.98,115.64,181.27,0.93,1.29,1.22,1.7,0
3245,LineA,80.56,51.37,112.08,0.98,1.23,0.69,3.8,0
6571,LineC,85.71,71.92,270.64,0.94,0.4450702522498666,0.82,6.5,1
9970,LineA,72.54,68.33,293.24,0.83,0.93,0.86,6.3,0
8475,LineC,99.45,37.88,78.12,0.94,0.83,0.79,2.1,0
3665,LineB,88.38,114.84,212.16,1.07,1.01,1.03,0.7,0
1953,LineC,70.73,72.85,274.67,1.05,0.98,1.08,5.7,0
7494,LineA,65.46,100.33,151.02,1.08,1.1,1.36,5.6,0
8573,LineC,76.72,115.18,266.59,0.97,1.03,1.34,8.7,0
6773,LineA,74.47,77.39,86.92,1.18,0.96,0.8002417717493115,0.6,1
5698,LineC,95.42,36.45,216.78,,1.24,0.6711705182413581,9.1,1
8565,LineB,62.42,69.64,127.31,1.19,1.3,0.93,0.1,0
92,LineA,87.14,87.47,256.38,1.02,0.84,0.75,3.8,0
1147,LineC,78.67,51.84,260.21,0.99,1.13,1.36,3.8,0
8980,LineA,61.1,54.92,277.33,1.18,0.79,1.39,2.7,0
5383,LineC,67.32,54.77,290.11,0.83,0.91,0.76,4.4,0
7273,LineC,91.37,59.13,51.26,0.85,0.597182870107416,1.12,3.8,1
862,LineA,69.67,40.27,118.42,0.99,0.91,0.77,5.2,1
3831,LineA,72.44,103.34,97.12,1.12,0.79,0.85,2.4,0
2038,LineA,96.05,112.14,149.68,0.93,1.28,1.34,4.1,0
923,LineA,98.31,46.46,118.43,0.5184910466318802,1.02,0.75,2.1,1
3445,LineA,74.52,99.78,170.7,0.89,1.28,0.93,8.9,0
4644,LineB,95.23,48.12,270.87,,0.84,0.9551272759588558,6.3,1
33,LineB,84.34,50.24,57.09,1.09,0.95,1.066989028999082,9.6,1
6954,LineA,88.3,45.89,232.75,0.5335927276017407,0.92,0.9465225257249922,,1
6276,LineA,70.29,97.33,241.82,0.96,1.05,1.13,9.1,0
1713,LineA,97.06,44.51,123.91,0.86,0.7098588833352303,0.8432655229186293,9.0,1
3304,LineA,76.84,119.96,95.97,1.11,1.04,0.75,3.4,0
2809,LineC,85.72,42.34,95.99,0.88,0.6084504714301975,0.92,8.7,1
6323,LineC,66.82,110.01,60.11,0.83,0.78,1.0,,0
6586,LineA,91.92,100.8,114.42,0.5788977705113224,0.94,0.8862892740879472,7.5,1
4674,LineB,61.77,106.2,255.73,0.89,1.16,0.99,5.0,0
7433,LineB,87.33,48.67,210.57,1.1,0.6760560793668859,1.0,1.2,1
2087,LineA,75.23,30.57,282.14,0.82,1.28,1.1444317811038542,1.3,1
8668,LineB,71.32,71.26,170.75,0.4228470671560964,1.15,1.1616412815715813,1.9,1
8359,LineC,83.09,95.23,189.6,1.13,0.84,0.79,2.6,1
7584,LineA,83.82,102.16,106.91,1.04,0.6647884780441046,0.8604750233863565,1.5,1
1415,LineC,76.53,57.89,178.41,1.07,0.79,1.06,9.9,0
9821,LineB,71.1,42.75,145.11,1.17,0.6816898800282767,0.8,9.5,1
3721,LineA,,103.98,129.89,0.9,1.21,0.83,4.2,0
5331,LineC,61.19,110.12,71.94,1.1,0.82,0.64,,0
8270,LineB,73.7,95.91,141.55,0.97,0.73,1.16,3.9,0
8662,LineC,85.02,54.6,130.88,1.03,1.28,1.1014080299345363,5.5,1
8568,LineB,87.28,107.93,268.44,0.568829983198082,0.46760545489542943,0.98,5.1,1
5499,LineB,69.29,112.52,144.27,1.06,1.15,0.69,5.9,0
8943,LineC,88.98,82.21,103.31,0.92,1.02,0.68,5.2,0
8388,LineC,65.08,75.3,83.89,1.13,1.16,1.03,2.6,0
5485,LineB,80.75,74.59,263.49,0.99,0.77,1.18,2.3,0
6288,LineA,97.25,95.14,169.38,1.01,1.16,0.9,1.2,0
8491,LineA,63.45,114.47,221.36,1.18,0.93,1.16,9.7,0
772,LineC,64.3,32.17,138.09,0.93,1.1,0.67,1.8,0
4529,LineC,81.7,81.86,220.92,1.0,0.99,0.6,7.4,0
2667,LineB,88.3,,281.98,0.97,1.19,1.26,7.6,1
3396,LineB,77.73,34.97,239.79,0.86,0.96,0.72,5.7,1
6989,LineA,68.16,,91.02,0.93,0.81,0.87,9.6,0
4632,LineB,64.96,67.27,127.75,0.97,1.0,1.08,0.1,1
5975,LineB,78.95,49.54,95.44,1.14,0.5521124648162902,0.75,9.5,1
4735,LineA,76.7,36.15,134.78,0.51345715297526,0.89,1.006755777362037,7.3,1
3244,LineA,86.6,84.16,183.08,0.5637960895414619,0.6422532753985416,1.2,9.0,1
5983,LineB,81.04,106.59,273.58,1.09,0.91,1.18,8.1,0
6101,LineB,77.22,114.0,176.2,1.0,1.28,0.94,2.4,0
2625,LineA,94.06,118.48,125.06,0.87,1.2,1.25,4.7,1
187,LineA,87.73,94.05,133.52,0.5033893656620195,0.5183096608479459,1.0,6.1,1
6135,LineB,,90.76,197.98,0.83,0.85,1.01,2.2,0
6184,LineC,91.32,57.81,102.32,1.04,0.82,0.84,7.6,0
3510,LineB,96.59,78.86,90.36,1.04,0.94,1.049779528531355,6.0,1
7561,LineB,81.18,110.98,172.22,0.91,1.01,0.5248897642656775,5.2,1
3857,LineB,80.16,75.05,90.82,0.87,1.28,0.5248897642656775,1.7,1
3756,LineC,73.82,47.34,203.71,1.14,0.5915490694460253,1.4,9.3,1
1227,LineA,85.48,78.32,184.54,0.593999451481183,0.6140842720915881,0.83,6.9,1
9117,LineA,79.14,61.88,90.84,0.96,0.94,1.26,7.2,0
2027,LineA,,117.24,286.17,1.11,1.04,1.1358270308699907,3.4,1
5458,LineA,75.22,92.23,59.73,,0.97,1.0,0.1,1
3411,LineC,89.9,100.52,274.88,1.0,0.76,0.92,2.0,0
8903,LineA,93.11,33.91,52.54,0.94,0.3943660462973501,0.87,2.0,1
6631,LineB,98.0,39.41,217.46,0.49332157834877916,0.84,1.33,4.9,1
6670,LineB,77.68,48.75,135.38,0.88,1.06,0.94,6.5,0
9461,LineB,75.56,54.85,176.64,1.06,1.0,1.36,1.1,0
4667,LineB,76.49,40.89,51.86,1.14,1.18,0.94,8.6,0
4022,LineC,76.91,119.55,247.57,1.0,1.09,0.71,,0
2831,LineA,81.1,62.02,280.68,0.4530504290958176,0.45633785357264806,1.03,1.1,1
6146,LineC,90.1,30.6,191.63,0.85,0.97,0.72,9.5,0
4689,LineB,81.45,74.5,232.39,1.2,1.17,0.9,6.3,1
1800,LineB,87.57,106.84,193.61,1.05,0.6535208767213231,1.2,,1
4918,LineC,67.11,51.69,114.24,1.13,0.78,1.25,8.5,0
8195,LineA,82.45,77.83,84.49,0.93,0.76,0.82,3.3,0
6186,LineC,94.02,112.98,93.11,0.41781317349947616,0.4394364515884759,1.1272222806361272,1.7,1
7408,LineB,81.59,32.63,243.37,0.96,1.2,0.5507040149672682,5.2,1
8627,LineC,95.34,105.77,144.32,0.41781317349947616,0.6647884780441046,0.8088465219831751,8.4,1
9021,LineC,97.22,92.05,157.68,0.5084232593186397,0.39999984695874086,0.63,3.6,1
2198,LineB,63.6,102.88,213.74,1.12,0.86,1.04,7.0,0
1019,LineC,95.5,59.42,221.94,0.49332157834877916,0.91,1.01,8.0,1
7369,LineC,60.16,44.27,276.74,0.98,1.06,0.64,9.9,0
2363,LineB,60.42,53.56,80.94,1.12,1.03,0.95,3.1,0
5880,LineC,87.18,87.18,197.41,0.93,0.94,0.98954627689431,1.8,1
8515,LineB,81.23,115.67,196.55,0.8,0.4957744582023831,0.5593087652011317,4.8,1
7392,LineA,75.09,61.05,137.55,1.06,0.6929574813510582,1.39,1.3,1
9670,LineA,93.57,102.83,268.43,1.16,1.02,0.6969847689429488,1.8,1
10,LineA,94.03,84.67,72.83,1.12,1.18,1.3,8.7,0
5943,LineC,62.43,93.97,205.01,1.02,1.03,0.65,4.3,0
8452,LineA,78.49,112.24,128.35,,1.01,1.01,10.0,0
395,LineB,81.03,70.3,284.14,1.15,1.09,0.6797752684752216,0.2,1
8185,LineA,69.25,41.69,267.25,,1.28,0.9,1.6,0
2112,LineB,60.89,90.21,79.08,1.18,1.13,0.65,4.1,0
1351,LineB,91.21,79.13,130.82,,1.14,0.7,3.0,0
6861,LineA,78.23,41.4,84.57,0.8,1.0,1.15,6.5,0
26,LineB,99.78,56.1,73.91,1.01,0.82,1.39,5.0,0
7091,LineA,95.39,46.07,221.8,1.07,1.11,1.04,4.4,1
5349,LineB,86.37,38.18,129.51,0.93,0.73,0.6797752684752216,5.0,1
8527,LineB,75.42,36.37,88.87,1.07,1.22,1.18,4.8,0
8768,LineC,86.77,53.55,108.2,0.86,0.5859152687846345,0.731403769878403,0.6,1
7345,LineB,93.55,45.97,258.16,0.5637960895414619,0.6535208767213231,0.9723367764265828,0.8,1
3307,LineC,81.23,77.2,153.32,1.02,1.3,0.77,8.5,0
4550,LineA,97.75,,64.53,1.17,1.13,0.81,0.3,0
3098,LineB,92.73,118.73,162.14,0.82,0.5464786641548995,0.94,7.8,1
3020,LineA,73.06,102.07,157.21,,1.22,0.91,7.6,0
5800,LineC,89.42,78.92,71.35,1.18,1.02,1.04,2.1,1
1990,LineA,99.67,86.11,135.69,1.06,0.95,0.8,1.1,1
2750,LineC,67.4,115.6,257.68,0.97,0.71,0.78,4.9,0
1025,LineA,71.49,108.56,202.34,1.15,0.71,0.99,8.2,0
1374,LineB,95.7,43.91,65.75,0.94,0.88,1.24,8.4,0
248,LineC,91.56,85.8,140.26,0.91,0.9,1.32,1.6,1
5801,LineB,81.51,59.61,247.21,0.92,0.75,1.02,3.7,0
3117,LineB,71.57,46.09,256.47,,1.04,0.61,7.3,0
2800,LineB,79.63,112.13,75.34,1.13,0.82,1.32,9.1,0
3888,LineA,93.02,90.57,237.76,0.96,0.39999984695874086,0.6,0.6,1
5386,LineB,60.48,34.55,206.05,0.5235249402885003,0.87,0.533494514499541,3.1,1
1754,LineA,98.95,87.88,295.9,1.03,0.7042250826738395,1.0,5.4,1
1765,LineA,95.03,103.9,236.72,1.19,1.13,0.74,7.0,1
7108,LineB,99.13,48.73,191.62,0.99,1.11,0.6281467670720402,1.0,1
8465,LineB,92.87,78.76,264.03,1.0,0.7042250826738395,0.7055895191768123,0.1,1
9560,LineB,94.27,93.22,279.87,0.86,1.17,1.25,3.3,0
7021,LineC,92.6,105.29,198.51,0.91,0.97,0.78,3.0,1
7041,LineA,76.66,117.63,252.63,1.17,0.71,0.99,7.6,0
6619,LineC,77.92,33.93,250.03,,0.99,1.03,8.3,0
5869,LineC,81.85,49.54,101.05,0.4329148544693368,0.6253518734143696,0.8,6.6,1
32,LineC,65.14,33.54,140.37,0.5084232593186397,0.91,0.6109372666043131,0.2,1
665,LineC,67.33,65.89,98.09,1.05,0.8,0.92,2.7,0
3380,LineA,74.04,50.46,252.89,1.2,0.76,0.69,,0
2139,LineC,66.33,40.09,86.49,0.4278809608127166,0.6309856740757603,1.28,4.6,1
482,LineB,81.78,50.72,222.49,0.91,1.0,0.71,3.8,0
7223,LineC,64.69,71.77,194.05,1.12,1.1,1.2,6.3,0
2207,LineB,81.59,38.9,274.07,1.14,1.08,0.89,1.9,1
7773,LineC,,71.79,225.59,0.96,0.79,1.34,5.2,0
3588,LineB,65.74,34.91,186.89,0.84,0.79,0.76,4.2,0
4364,LineC,69.25,42.44,204.38,0.9,1.17,1.02,7.4,0
498,LineA,81.41,73.33,242.88,0.5788977705113224,0.91,1.06,1.4,1
1603,LineC,71.23,81.61,250.0,0.96,0.8,0.85,5.6,0
2108,LineB,96.04,43.09,266.31,0.81,1.07,0.8346607726847658,4.4,1
8494,LineA,88.54,105.97,199.84,1.13,1.1,1.3,3.2,1
3908,LineA,82.46,62.91,280.62,,0.84,0.88,6.9,0
2885,LineC,99.66,92.88,243.54,1.17,0.93,1.26,5.0,0
521,LineB,79.14,53.86,224.65,1.04,0.71,1.23,3.4,0
3251,LineA,68.82,,232.93,0.97,0.8,0.6453562675397674,0.6,1
6940,LineA,81.25,116.93,122.94,1.19,0.81,1.049779528531355,2.1,1
1244,LineB,90.13,36.97,169.84,1.01,0.6873236806896674,0.62,9.3,1
6014,LineC,77.27,33.51,62.07,0.45808432275243777,0.71,0.8,4.2,1
8310,LineA,95.25,101.79,156.03,,0.81,1.07,,1
4979,LineB,87.9,47.15,217.44,,0.5239434615093367,1.33,5.9,1
9530,LineB,90.2,93.36,128.18,0.81,0.47323925555682017,0.91,5.5,1
2518,LineA,76.97,107.95,206.5,0.95,1.09,1.26,3.0,0
6224,LineB,77.4,73.9,86.92,0.81,0.8,0.99,3.0,0
9074,LineA,62.93,78.45,167.12,1.06,0.86,0.67,6.0,0
3184,LineC,63.12,114.84,102.01,1.16,1.05,0.96,2.9,0
1592,LineC,62.78,66.32,56.47,0.97,1.02,0.93,0.2,1
990,LineB,71.49,68.37,220.8,1.2,1.2,0.73,1.7,0
3173,LineC,86.09,114.64,264.84,1.0,0.77,1.06,8.9,0
6246,LineB,85.53,47.6,66.78,0.88,0.6535208767213231,1.4,9.1,1
2860,LineC,73.95,111.91,151.2,0.99,1.27,0.91,8.4,0
1403,LineB,92.61,,251.39,1.02,0.95,0.92,0.4,1
6772,LineA,,,198.04,1.19,1.16,1.27,1.8,0
2772,LineC,73.68,54.63,244.61,0.94,0.7,1.0,5.5,0
2394,LineA,91.67,100.45,140.55,1.18,1.06,1.25,7.6,0
5165,LineA,75.57,92.11,255.29,1.17,1.07,1.28,0.5,0
5356,LineC,86.92,,294.01,0.95,0.99,1.2,2.3,1
8387,LineA,74.5,106.82,90.41,0.96,1.09,1.32,4.4,0
1275,LineB,81.37,82.45,296.97,0.4329148544693368,0.7211264846580118,1.0411747782974914,6.9,1
1822,LineB,62.07,91.93,240.09,1.13,1.12,1.02,7.1,0
1327,LineA,92.94,52.18,94.3,1.08,0.74,1.24,10.0,0
1855,LineB,95.53,60.33,103.41,1.17,1.26,1.15,3.2,0
2062,LineC,63.41,102.23,276.74,0.88,1.0,1.4,8.2,0
2255,LineC,79.73,96.24,274.19,1.0,1.01,1.04,2.9,0
3670,LineB,91.61,47.18,149.5,1.12,1.05,0.9293130252572651,7.4,1
6702,LineA,,36.72,118.71,1.18,0.6535208767213231,0.69,5.5,1
2966,LineB,88.71,43.04,282.35,0.5738638768547022,0.81,0.77,0.4,1
6575,LineB,90.72,79.44,145.3,1.11,0.6985912820124488,1.01,8.6,1
4787,LineC,65.7,104.66,290.37,0.87,0.71,1.26,2.4,0
5762,LineA,63.02,36.97,293.56,0.82,0.6535208767213231,0.79,6.3,1
4018,LineB,75.92,113.69,90.85,0.94,0.7,1.25,7.7,0
8072,LineB,65.85,103.24,277.0,1.01,1.02,1.05,,0
2208,LineB,67.63,41.32,255.14,1.16,0.71,1.0,,0
8778,LineC,73.76,,180.92,0.593999451481183,0.99,0.9293130252572651,9.7,1
1823,LineA,74.56,89.95,215.89,1.01,1.05,1.29,8.2,0
2182,LineB,71.45,44.83,112.89,,0.83,1.14,0.9,0
9127,LineA,86.1,59.94,60.94,0.86,0.6873236806896674,1.3,4.4,1
4092,LineA,,118.99,75.54,0.84,1.07,0.68,8.3,0
2635,LineA,65.7,68.96,214.62,0.92,0.96,1.15,8.0,0
4967,LineA,85.07,73.06,161.02,0.86,0.82,1.16,4.9,0
2844,LineB,64.6,81.63,125.04,1.09,0.9,0.77,8.0,0
7271,LineC,90.66,51.05,172.13,,0.88,1.04,5.5,1
5588,LineB,88.96,77.09,169.6,1.02,1.28,0.88,7.8,1
7662,LineB,69.83,67.62,133.92,0.89,0.72,0.66,8.5,0
3720,LineA,80.91,84.33,293.48,0.5084232593186397,0.91,0.851870273152493,9.0,1
8651,LineC,65.65,103.19,58.25,1.1,0.73,1.38,,0
4111,LineB,65.56,,236.09,0.99,0.87,0.97,8.1,0
6955,LineB,67.53,92.63,195.93,0.97,0.98,1.03,7.6,0
6083,LineC,65.77,49.06,73.03,1.2,1.12,1.4,5.6,0
978,LineB,71.36,82.64,54.72,1.0,1.26,1.28,2.4,0
7780,LineC,98.97,45.08,171.66,1.08,0.4394364515884759,0.5420992647334046,7.9,1
1049,LineC,66.86,72.74,240.64,0.81,0.79,0.7,6.1,0
4419,LineA,,58.98,210.13,0.85,0.77,1.14,8.2,0
5767,LineC,76.48,59.54,274.74,1.15,0.45070405291125737,1.0928032797006728,0.1,1
9720,LineB,65.32,58.61,212.69,1.16,1.13,0.63,4.9,0
7549,LineB,96.3,,145.85,0.5084232593186397,0.5859152687846345,0.91,3.0,1
517,LineB,76.87,81.96,151.15,1.03,1.27,0.7,2.9,0
2096,LineC,91.83,68.07,127.47,0.568829983198082,1.15,1.36,0.4,1
4146,LineC,76.03,34.5,175.95,0.97,0.7,1.1272222806361272,4.2,1
7125,LineC,83.8,48.49,276.56,0.5335927276017407,0.91,0.79,8.4,1
604,LineC,93.15,95.84,154.06,1.19,1.29,0.73,4.3,0
9035,LineC,64.61,30.29,164.08,0.84,0.97,0.5162850140318139,1.4,1
3153,LineC,85.81,90.31,61.13,0.83,1.0,1.0325700280636279,8.8,1
2498,LineA,95.74,36.6,61.1,0.4228470671560964,0.4056336476201316,1.15,7.5,1
4123,LineC,89.13,108.42,190.86,1.09,0.93,1.35,5.4,0
7552,LineC,89.2,117.81,269.78,0.83,0.98,1.07,1.7,1
9053,LineC,94.31,40.3,193.16,0.86,1.15,1.14,6.6,1
1610,LineA,93.87,97.7,296.23,0.83,0.79,1.31,8.9,0
8827,LineB,82.89,77.81,292.23,,0.71,1.21,5.9,1
4730,LineB,65.26,,92.22,0.82,1.14,1.06,4.3,0
2611,LineC,85.3,38.32,275.22,0.4228470671560964,0.73,1.049779528531355,,1
9065,LineC,90.94,61.7,260.93,1.15,0.86,0.9465225257249922,4.7,1
4964,LineB,67.34,104.04,159.67,1.1,0.5408448634935088,1.32,1.1,1
2944,LineB,78.9,57.94,197.0,0.87,1.15,0.85,2.4,0
5876,LineB,79.55,,197.0,1.08,1.09,0.82,6.6,0
8361,LineB,63.95,61.96,120.41,0.96,0.98,0.63,6.3,0
3521,LineA,81.17,62.09,245.67,1.06,1.04,0.75,9.0,0
3900,LineB,95.23,114.44,95.88,1.15,0.73,0.91,5.8,0
7167,LineA,88.91,37.34,82.5,0.93,0.7042250826738395,1.35,2.9,1
811,LineA,79.21,106.95,166.1,1.04,1.04,0.62,7.4,0
4258,LineC,85.39,,120.12,1.11,1.27,1.33,3.7,1
2288,LineA,81.67,69.13,248.17,0.87,0.72,0.65,0.5,1
1521,LineB,85.36,63.21,110.79,0.93,0.45070405291125737,1.1014080299345363,6.8,1
553,LineB,76.26,101.7,228.52,0.84,0.79,0.86,0.9,0
1248,LineC,74.51,31.29,261.58,0.463118216409058,0.49014065754099234,1.19,0.3,1
5856,LineB,98.19,56.35,235.89,0.88,1.11,0.82,4.1,0
2143,LineA,99.58,62.85,297.49,,1.23,1.1960602825070354,8.4,1
307,LineB,99.18,36.23,272.37,0.593999451481183,0.42253504960430377,0.5851230159027224,6.8,1
2399,LineC,91.22,54.05,239.75,0.93,1.07,1.31,6.9,0
778,LineA,75.81,87.42,109.53,0.82,0.76,1.09,5.8,0
7060,LineB,61.89,48.93,64.0,1.07,0.6535208767213231,0.92,7.3,1
6204,LineC,82.02,70.69,227.74,0.48828768469215894,0.5126758601865552,0.95,1.7,1
6500,LineA,99.64,76.07,260.4,1.14,0.5746476674618531,1.06,8.1,1
3446,LineA,63.62,80.02,146.38,1.02,1.02,0.74,9.2,0
2011,LineB,67.29,75.02,270.59,1.04,1.04,1.33,,0
4319,LineB,60.46,68.66,234.93,1.05,1.19,1.0,2.5,0
9372,LineA,78.39,74.56,202.36,1.19,1.16,0.81,6.7,0
4653,LineB,77.58,,282.17,0.8,0.93,0.81,2.2,0
8262,LineB,85.77,89.87,131.44,0.4480165354391974,1.29,1.1616412815715813,3.6,1
1196,LineB,93.49,93.07,62.8,0.8,0.94,0.81,2.5,0
4499,LineA,68.42,101.36,220.26,1.08,1.29,1.11,5.2,0
3490,LineC,62.58,39.71,156.91,1.03,1.04,1.31,5.9,0
7611,LineA,72.54,38.45,198.56,1.18,0.76,1.03,5.3,0
4030,LineB,90.92,37.76,132.45,0.84,1.3,1.39,3.2,1
4726,LineC,,85.23,215.33,,0.94,0.93,4.4,0
5336,LineC,89.97,95.51,55.33,0.4530504290958176,0.5295772621707273,0.9293130252572651,3.1,1
4112,LineC,65.43,46.48,207.49,1.19,0.9,0.96,9.3,0
9018,LineA,93.66,111.09,241.5,1.1,0.7098588833352303,1.0,3.5,1
4631,LineA,91.01,112.09,91.16,0.96,0.82,0.62,5.6,0
7967,LineA,81.27,104.89,103.92,0.41781317349947616,1.28,1.0325700280636279,4.8,1
7308,LineB,89.07,60.37,288.51,0.92,0.78,1.31,3.6,0
8520,LineC,78.58,45.69,111.32,0.9,1.25,1.34,8.5,0
969,LineA,74.11,104.68,246.44,0.82,1.04,1.2,2.5,0
6023,LineB,84.7,48.39,76.59,0.99,1.18,0.88,4.7,1
4856,LineC,95.23,69.52,151.27,0.51345715297526,0.4338026509270852,0.81,8.4,1
9125,LineB,78.27,82.17,295.48,0.85,0.89,0.93,6.3,0
897,LineA,72.59,65.85,162.62,1.17,1.14,1.21,5.8,0
7602,LineA,78.11,70.61,287.52,0.82,0.78,0.93,7.1,0
5746,LineA,71.06,47.62,292.21,1.09,0.6197180727529789,0.73,7.1,1
6455,LineA,81.28,62.48,221.88,1.17,1.13,1.37,6.0,0
8047,LineC,62.52,68.14,100.65,1.19,0.88,0.5765182656688589,1.1,1
6698,LineA,83.23,38.25,90.45,0.4832537910355387,0.6985912820124488,1.0841985294668093,7.2,1
4316,LineC,69.97,52.56,143.24,1.18,1.08,0.86907977362022,1.5,1
78,LineA,70.54,47.51,184.19,0.85,0.87,1.05,5.2,0
7196,LineB,94.29,98.32,105.43,0.5738638768547022,0.5577462654776809,1.16,5.8,1
1459,LineB,95.28,57.67,153.57,0.96,0.83,1.0755937792329457,1.0,1
1387,LineB,86.41,49.58,252.36,1.2,0.5183096608479459,0.86,1.5,1
5933,LineB,99.58,118.39,76.88,0.83,1.21,0.731403769878403,4.9,1
9009,LineB,71.8,99.37,102.47,1.0,0.96,1.35,8.7,0
4706,LineA,92.49,91.49,139.47,1.02,0.4112674482815223,0.7830322712815845,3.6,1
5971,LineC,92.73,95.57,116.19,0.92,0.4845068568796016,0.7,4.3,1
6714,LineA,79.46,78.88,81.25,1.16,1.22,1.37,3.1,0
3924,LineB,64.8,101.85,184.57,1.0,1.07,1.1,3.6,0
4199,LineC,76.13,88.89,145.36,0.88,1.01,1.03,3.4,0
2997,LineC,62.59,63.82,275.84,1.09,0.82,1.12,9.5,0
9738,LineC,86.96,117.1,76.53,0.84,1.08,0.98954627689431,,1
4533,LineA,63.3,86.66,217.19,0.81,0.84,0.87,9.3,0
2914,LineB,68.32,87.33,271.86,1.01,1.29,0.95,3.2,0
8835,LineB,90.4,118.0,199.0,1.02,0.6929574813510582,1.0153605275959006,7.1,1
1749,LineA,92.91,50.0,217.89,1.04,1.13,0.8174512722170386,,1
9455,LineA,67.86,41.12,92.77,,1.17,0.63,8.2,0
9394,LineB,75.56,104.25,176.65,1.07,1.16,0.98,7.4,0
8592,LineA,84.8,117.29,91.97,1.01,0.5183096608479459,0.9637320261927194,3.7,1
7627,LineC,85.05,69.92,64.36,0.5990333451378033,1.16,0.731403769878403,9.7,1
3884,LineA,77.0,47.84,236.72,0.91,1.1,1.02,10.0,0
5067,LineB,94.76,55.41,107.0,1.07,0.46197165423403874,1.32,0.9,1
7841,LineA,62.59,75.36,90.55,,0.87,0.66,6.7,0
1593,LineB,88.75,87.67,73.24,1.08,0.715492683996621,0.93,,1
6633,LineB,,99.01,221.68,0.568829983198082,0.6929574813510582,0.74,9.6,1
5623,LineC,99.83,96.67,294.14,1.04,0.71,0.69,8.1,0
8935,LineA,68.79,60.05,213.88,0.98,1.07,1.35,7.8,0
8366,LineB,89.71,105.68,292.52,1.13,1.2,1.0755937792329457,9.5,1
9607,LineA,82.81,106.78,118.54,0.48828768469215894,0.45633785357264806,1.37,7.7,1
4792,LineC,92.76,71.06,209.04,0.5033893656620195,0.71,0.851870273152493,6.6,1
2402,LineC,94.54,89.09,202.29,1.13,0.4112674482815223,1.204665032740899,5.7,1
501,LineA,94.83,43.02,262.58,0.568829983198082,0.81,0.68,0.3,1
3333,LineC,82.7,66.97,185.06,0.4530504290958176,0.95,1.37,,1
3752,LineA,72.94,87.6,229.89,1.09,0.79,0.68,6.0,0
132,LineC,93.78,62.01,297.22,1.09,0.86,0.6367515173059038,9.6,1
726,LineA,72.77,77.33,94.84,0.85,0.71,1.28,9.5,0
4133,LineC,74.73,79.96,264.73,0.92,0.4112674482815223,1.28,0.1,1
8558,LineB,97.4,106.43,261.72,0.91,0.4845068568796016,1.19,1.3,1
737,LineC,73.13,72.43,182.25,1.15,0.99,0.93,7.1,0
4736,LineB,61.25,50.58,238.68,0.83,1.22,1.05,,0
4940,LineA,96.78,67.83,129.41,1.04,1.18,0.96,8.0,1
8724,LineA,70.03,93.76,61.12,0.95,0.84,1.16,2.4,0
2513,LineA,65.78,64.85,171.6,0.98,1.11,0.81,6.3,0
3163,LineC,63.72,115.08,135.78,0.5436605149149811,0.77,1.1616412815715813,1.4,1
9602,LineC,89.48,,124.54,0.5889655578245628,1.06,0.7486132703461301,4.0,1
4189,LineB,81.49,59.82,166.24,0.40774538618623585,1.12,0.98954627689431,8.2,1
9310,LineA,66.83,60.64,135.86,1.0,0.92,0.87,5.0,0
2372,LineA,66.77,42.55,254.56,0.81,1.13,0.87,9.8,0
3289,LineA,86.75,38.75,54.46,0.84,0.71,1.01,7.6,1
5661,LineB,72.25,109.67,90.92,0.99,1.22,0.98,0.7,1
2767,LineA,72.69,84.9,295.06,0.9,0.98,1.39,9.6,0
4670,LineA,94.02,98.86,240.61,1.04,0.73,1.26,6.2,0
2018,LineC,71.2,52.05,272.3,0.89,1.27,0.85,5.9,0
3072,LineC,,35.14,144.53,1.17,0.6816898800282767,0.8174512722170386,,1
3123,LineB,88.54,41.33,173.41,1.0,1.09,0.99,7.4,1
2771,LineA,98.88,54.15,294.98,,0.39999984695874086,1.28,4.2,1
3771,LineA,97.47,45.63,199.23,0.4782198973789185,0.416901248942913,1.1616412815715813,2.1,1
